content,data_clean_content,slang_replacement_content,tokenized_content,remove_stopwords_content,stemmed_content
"Kecewa banget sama shopee, toko yg jualn barang KW banyak banget, trus barang toko yang suka nipu banyak banget juga, kenapa enggak di blokir, kasian yang beli dah keluar uang yang lumayan, eh barang nya ga sesuai, kasian banget sih, jangan di biarin harus nya, entar banyak yang ga mau beli di shopee lgi",kecewa banget sama shopee toko yg jualn barang kw banyak banget trus barang toko yang suka nipu banyak banget juga kenapa enggak di blokir kasian yang beli dah keluar uang yang lumayan eh barang nya ga sesuai kasian banget sih jangan di biarin harus nya entar banyak yang ga mau beli di shopee lgi,kecewa sekali  sama shopee toko yang  jualn barang kamu banyak sekali  terus  barang toko yang suka nipu banyak sekali  juga kenapa tidak  di blokir kasihan  yang beli sudah keluar uang yang lumayan eh barang nya tidak sesuai kasihan  sekali  sih jangan di biarin harus nya nanti  banyak yang tidak mau beli di shopee lagi ,"['kecewa', 'sekali', 'sama', 'shopee', 'toko', 'yang', 'jualn', 'barang', 'kamu', 'banyak', 'sekali', 'terus', 'barang', 'toko', 'yang', 'suka', 'nipu', 'banyak', 'sekali', 'juga', 'kenapa', 'tidak', 'di', 'blokir', 'kasihan', 'yang', 'beli', 'sudah', 'keluar', 'uang', 'yang', 'lumayan', 'eh', 'barang', 'nya', 'tidak', 'sesuai', 'kasihan', 'sekali', 'sih', 'jangan', 'di', 'biarin', 'harus', 'nya', 'nanti', 'banyak', 'yang', 'tidak', 'mau', 'beli', 'di', 'shopee', 'lagi']","['kecewa', 'sekali', 'sama', 'shopee', 'toko', 'jualn', 'barang', 'kamu', 'banyak', 'sekali', 'terus', 'barang', 'toko', 'suka', 'nipu', 'banyak', 'sekali', 'tidak', 'blokir', 'kasihan', 'beli', 'keluar', 'uang', 'lumayan', 'eh', 'barang', 'nya', 'tidak', 'sesuai', 'kasihan', 'sekali', 'sih', 'jangan', 'biarin', 'nya', 'banyak', 'tidak', 'mau', 'beli', 'shopee']","['kecewa', 'sekali', 'sama', 'shopee', 'toko', 'jualn', 'barang', 'kamu', 'banyak', 'sekali', 'terus', 'barang', 'toko', 'suka', 'nipu', 'banyak', 'sekali', 'tidak', 'blokir', 'kasihan', 'beli', 'keluar', 'uang', 'lumayan', 'eh', 'barang', 'nya', 'tidak', 'sesuai', 'kasihan', 'sekali', 'sih', 'jangan', 'biarin', 'nya', 'banyak', 'tidak', 'mau', 'beli', 'shopee']"
Eror dr malem sampai malem lagi belum kelar kelar.. Udah rugi berapa T kalian? Baru kali ini apk erornya awet!!,eror dr malem sampai malem lagi belum kelar kelar udah rugi berapa t kalian baru kali ini apk erornya awet,eror dari  malam  sampai malam  lagi belum selesai  selesai  sudah rugi berapa t kalian baru kali ini apk erornya awet,"['eror', 'dari', 'malam', 'sampai', 'malam', 'lagi', 'belum', 'selesai', 'selesai', 'sudah', 'rugi', 'berapa', 't', 'kalian', 'baru', 'kali', 'ini', 'apk', 'erornya', 'awet']","['eror', 'malam', 'malam', 'belum', 'selesai', 'selesai', 'rugi', 'berapa', 't', 'kalian', 'baru', 'kali', 'apk', 'erornya', 'awet']","['eror', 'malam', 'malam', 'belum', 'selesai', 'selesai', 'rugi', 'berapa', 't', 'kalian', 'baru', 'kali', 'apk', 'eror', 'awet']"
"Ternyata bnyak jga yg kecewa sama aplikasinya, karena mkin lama emang suka ga jelas, sering bug balik"" halaman sendiri, malah sekarang sering log out sendiri",ternyata bnyak jga yg kecewa sama aplikasinya karena mkin lama emang suka ga jelas sering bug balik halaman sendiri malah sekarang sering log out sendiri,ternyata banyak  juga yang  kecewa sama aplikasinya karena mkin lama memang  suka tidak jelas sering bug balik halaman sendiri malah sekarang sering log out sendiri,"['ternyata', 'banyak', 'juga', 'yang', 'kecewa', 'sama', 'aplikasinya', 'karena', 'mkin', 'lama', 'memang', 'suka', 'tidak', 'jelas', 'sering', 'bug', 'balik', 'halaman', 'sendiri', 'malah', 'sekarang', 'sering', 'log', 'out', 'sendiri']","['ternyata', 'banyak', 'kecewa', 'sama', 'aplikasinya', 'mkin', 'lama', 'memang', 'suka', 'tidak', 'jelas', 'sering', 'bug', 'balik', 'halaman', 'sendiri', 'malah', 'sekarang', 'sering', 'log', 'out', 'sendiri']","['nyata', 'banyak', 'kecewa', 'sama', 'aplikasi', 'mkin', 'lama', 'memang', 'suka', 'tidak', 'jelas', 'sering', 'bug', 'balik', 'halaman', 'sendiri', 'malah', 'sekarang', 'sering', 'log', 'out', 'sendiri']"
Shoppe gak jelas....narik shoppepay aja lelettttt😈🐒,shoppe gak jelas narik shoppepay aja lelet wajah tersenyum bertanduk monyet,shoppe tidak jelas narik shoppepay saja  lelet wajah tersenyum bertanduk monyet,"['shoppe', 'tidak', 'jelas', 'narik', 'shoppepay', 'saja', 'lelet', 'wajah', 'tersenyum', 'bertanduk', 'monyet']","['shoppe', 'tidak', 'jelas', 'narik', 'shoppepay', 'lelet', 'wajah', 'tersenyum', 'bertanduk', 'monyet']","['shoppe', 'tidak', 'jelas', 'narik', 'shoppepay', 'lelet', 'wajah', 'senyum', 'tanduk', 'monyet']"
lag parah 😮‍💨,lag parah wajah mengembuskan napas,lag parah wajah mengembuskan nafas ,"['lag', 'parah', 'wajah', 'mengembuskan', 'nafas']","['lag', 'parah', 'wajah', 'mengembuskan', 'nafas']","['lag', 'parah', 'wajah', 'embus', 'nafas']"
Lemot,lemot,lemot,['lemot'],['lemot'],['lot']
Pulsa saya gamasuk coy sayang banget 30rb,pulsa saya gamasuk coy sayang banget rb,pulsa saya tidak masuk coy sayang sekali  ribu ,"['pulsa', 'saya', 'tidak', 'masuk', 'coy', 'sayang', 'sekali', 'ribu']","['pulsa', 'tidak', 'masuk', 'coy', 'sayang', 'sekali', 'ribu']","['pulsa', 'tidak', 'masuk', 'coy', 'sayang', 'sekali', 'ribu']"
Sekerang jasa pengiriman cuma ada shopee express.. Super lemot.. Berteletele,sekerang jasa pengiriman cuma ada shopee express super lemot berteletele,sekerang jasa pengiriman cuma ada shopee express super lemot berteletele,"['sekerang', 'jasa', 'pengiriman', 'cuma', 'ada', 'shopee', 'express', 'super', 'lemot', 'berteletele']","['sekerang', 'jasa', 'pengiriman', 'cuma', 'shopee', 'express', 'super', 'lemot', 'berteletele']","['kerang', 'jasa', 'kirim', 'cuma', 'shopee', 'express', 'super', 'lot', 'berteletele']"
"Udh gak nyaman beli di shopee ,biaya penanganan mahal jdi sekarang lebih milih fitur lain aja.",udh gak nyaman beli di shopee biaya penanganan mahal jdi sekarang lebih milih fitur lain aja,sudah tidak nyaman beli di shopee biaya penanganan mahal jadi sekarang lebih pilih  fitur lain saja ,"['sudah', 'tidak', 'nyaman', 'beli', 'di', 'shopee', 'biaya', 'penanganan', 'mahal', 'jadi', 'sekarang', 'lebih', 'pilih', 'fitur', 'lain', 'saja']","['tidak', 'nyaman', 'beli', 'shopee', 'biaya', 'penanganan', 'mahal', 'jadi', 'sekarang', 'lebih', 'pilih', 'fitur']","['tidak', 'nyaman', 'beli', 'shopee', 'biaya', 'tangan', 'mahal', 'jadi', 'sekarang', 'lebih', 'pilih', 'fitur']"
Kapok pakek shopee paylater mau minta surat bukti lunas ga dikasih-kasih padahal lagi butuh banget.,kapok pakek shopee paylater mau minta surat bukti lunas ga dikasih kasih padahal lagi butuh banget,kapok pakai  shopee paylater mau minta surat bukti lunas tidak dikasih kasih padahal lagi butuh sekali ,"['kapok', 'pakai', 'shopee', 'paylater', 'mau', 'minta', 'surat', 'bukti', 'lunas', 'tidak', 'dikasih', 'kasih', 'padahal', 'lagi', 'butuh', 'sekali']","['kapok', 'pakai', 'shopee', 'paylater', 'mau', 'minta', 'surat', 'bukti', 'lunas', 'tidak', 'dikasih', 'kasih', 'padahal', 'butuh', 'sekali']","['kapok', 'pakai', 'shopee', 'paylater', 'mau', 'minta', 'surat', 'bukti', 'lunas', 'tidak', 'kasih', 'kasih', 'padahal', 'butuh', 'sekali']"
Lemot,lemot,lemot,['lemot'],['lemot'],['lot']
Lemot bgt lahhh,lemot bgt lah,lemot sangat  lah,"['lemot', 'sangat', 'lah']","['lemot', 'sangat', 'lah']","['lot', 'sangat', 'lah']"
Shopee lama2 aplikasi lola anjay,shopee lama aplikasi lola anjay,shopee lama aplikasi lola anjay,"['shopee', 'lama', 'aplikasi', 'lola', 'anjay']","['shopee', 'lama', 'aplikasi', 'lola', 'anjay']","['shopee', 'lama', 'aplikasi', 'lola', 'anjay']"
Buruk sekali masa akun baru langsung dibatasi tidak bisa check out katanya karna terlibat tindakan mencurigakan tindakan apa yang bisa dilakukan oleh akun yang baru di buat ini pengalaman terburuk yang pernah saya rasakan ketika menggunakan suatu aplikas,buruk sekali masa akun baru langsung dibatasi tidak bisa check out katanya karna terlibat tindakan mencurigakan tindakan apa yang bisa dilakukan oleh akun yang baru di buat ini pengalaman terburuk yang pernah saya rasakan ketika menggunakan suatu aplikas,buruk sekali masa akun baru langsung dibatasi tidak bisa check out katanya karena  terlibat tindakan mencurigakan tindakan apa yang bisa dilakukan oleh akun yang baru di buat ini pengalaman terburuk yang pernah saya rasakan ketika menggunakan suatu aplikas,"['buruk', 'sekali', 'masa', 'akun', 'baru', 'langsung', 'dibatasi', 'tidak', 'bisa', 'check', 'out', 'katanya', 'karena', 'terlibat', 'tindakan', 'mencurigakan', 'tindakan', 'apa', 'yang', 'bisa', 'dilakukan', 'oleh', 'akun', 'yang', 'baru', 'di', 'buat', 'ini', 'pengalaman', 'terburuk', 'yang', 'pernah', 'saya', 'rasakan', 'ketika', 'menggunakan', 'suatu', 'aplikas']","['buruk', 'sekali', 'masa', 'akun', 'baru', 'langsung', 'dibatasi', 'tidak', 'check', 'out', 'katanya', 'terlibat', 'tindakan', 'mencurigakan', 'tindakan', 'apa', 'dilakukan', 'akun', 'baru', 'buat', 'pengalaman', 'terburuk', 'pernah', 'rasakan', 'menggunakan', 'suatu', 'aplikas']","['buruk', 'sekali', 'masa', 'akun', 'baru', 'langsung', 'batas', 'tidak', 'check', 'out', 'kata', 'libat', 'tindak', 'curiga', 'tindak', 'apa', 'laku', 'akun', 'baru', 'buat', 'alam', 'buruk', 'pernah', 'rasa', 'guna', 'suatu', 'aplikas']"
Tolong dong jgn kebanyakan ubded mending versi lama aja lmt dan jelek padahal ram saya gde jringan fulll.,tolong dong jgn kebanyakan ubded mending versi lama aja lmt dan jelek padahal ram saya gde jringan ful,tolong dong jangan kebanyakan ubded mending versi lama saja  lmt dan jelek padahal ram saya gde jringan ful,"['tolong', 'dong', 'jangan', 'kebanyakan', 'ubded', 'mending', 'versi', 'lama', 'saja', 'lmt', 'dan', 'jelek', 'padahal', 'ram', 'saya', 'gde', 'jringan', 'ful']","['dong', 'jangan', 'kebanyakan', 'ubded', 'mending', 'versi', 'lama', 'lmt', 'jelek', 'padahal', 'ram', 'gde', 'jringan', 'ful']","['dong', 'jangan', 'banyak', 'ubded', 'mending', 'versi', 'lama', 'lmt', 'jelek', 'padahal', 'ram', 'gde', 'jringan', 'ful']"
Ko jadi lemot banget yah,ko jadi lemot banget yah,ko jadi lemot sekali  yah,"['ko', 'jadi', 'lemot', 'sekali', 'yah']","['ko', 'jadi', 'lemot', 'sekali', 'yah']","['ko', 'jadi', 'lot', 'sekali', 'yah']"
Saya tidak bisa buka apk nya terus ada tulisan halaman sedang di perbaiki terus lama sekali tidak bisa buka apk nya ini maksud nya gimana ya?,saya tidak bisa buka apk nya terus ada tulisan halaman sedang di perbaiki terus lama sekali tidak bisa buka apk nya ini maksud nya gimana ya,saya tidak bisa buka apk nya terus ada tulisan halaman sedang di perbaiki terus lama sekali tidak bisa buka apk nya ini maksud nya gimana ya,"['saya', 'tidak', 'bisa', 'buka', 'apk', 'nya', 'terus', 'ada', 'tulisan', 'halaman', 'sedang', 'di', 'perbaiki', 'terus', 'lama', 'sekali', 'tidak', 'bisa', 'buka', 'apk', 'nya', 'ini', 'maksud', 'nya', 'gimana', 'ya']","['tidak', 'buka', 'apk', 'nya', 'terus', 'tulisan', 'halaman', 'sedang', 'perbaiki', 'terus', 'lama', 'sekali', 'tidak', 'buka', 'apk', 'nya', 'maksud', 'nya', 'gimana']","['tidak', 'buka', 'apk', 'nya', 'terus', 'tulis', 'halaman', 'sedang', 'baik', 'terus', 'lama', 'sekali', 'tidak', 'buka', 'apk', 'nya', 'maksud', 'nya', 'gimana']"
"Gak bisa chat dengan penjualnya, tambah payah aplikasi ini",gak bisa chat dengan penjualnya tambah payah aplikasi ini,tidak bisa chat dengan penjualnya tambah payah aplikasi ini,"['tidak', 'bisa', 'chat', 'dengan', 'penjualnya', 'tambah', 'payah', 'aplikasi', 'ini']","['tidak', 'chat', 'penjualnya', 'tambah', 'payah', 'aplikasi']","['tidak', 'chat', 'jual', 'tambah', 'payah', 'aplikasi']"
"Paraah gila ini app. Ngefreeze, ngelag minta ampun, bug dimana² pihak dev tolong di perbaiki. Padahal hp saya jauh dari kata kentang",paraah gila ini app ngefreeze ngelag minta ampun bug dimana pihak dev tolong di perbaiki padahal hp saya jauh dari kata kentang,paraah gila ini app ngefreeze ngelag minta ampun bug dimana pihak dev tolong di perbaiki padahal hp saya jauh dari kata kentang,"['paraah', 'gila', 'ini', 'app', 'ngefreeze', 'ngelag', 'minta', 'ampun', 'bug', 'dimana', 'pihak', 'dev', 'tolong', 'di', 'perbaiki', 'padahal', 'hp', 'saya', 'jauh', 'dari', 'kata', 'kentang']","['paraah', 'gila', 'app', 'ngefreeze', 'ngelag', 'minta', 'ampun', 'bug', 'pihak', 'dev', 'perbaiki', 'padahal', 'hp', 'jauh', 'kata', 'kentang']","['paraah', 'gila', 'app', 'ngefreeze', 'ngelag', 'minta', 'ampun', 'bug', 'pihak', 'dev', 'baik', 'padahal', 'hp', 'jauh', 'kata', 'kentang']"
"Mesin capit saya tidak pernah dapat, aplikasi lemot, suka loading lama, shopi jkjkk",mesin capit saya tidak pernah dapat aplikasi lemot suka loading lama shopi jkjkk,mesin capit saya tidak pernah dapat aplikasi lemot suka loading lama shopi jkjkk,"['mesin', 'capit', 'saya', 'tidak', 'pernah', 'dapat', 'aplikasi', 'lemot', 'suka', 'loading', 'lama', 'shopi', 'jkjkk']","['mesin', 'capit', 'tidak', 'pernah', 'aplikasi', 'lemot', 'suka', 'loading', 'lama', 'shopi', 'jkjkk']","['mesin', 'capit', 'tidak', 'pernah', 'aplikasi', 'lot', 'suka', 'loading', 'lama', 'shopi', 'jkjkk']"
"Aplikasi makin lama makin berat, server gak diurus malah nambah nambah fitur gak guna ""shopee video, shopee food"" dan sebgainya. Kalo mau bnget mending dipisah apk nya trus perbaiki server, mau cari produk lalot banget, mana promo makin lama makin sedikit!!",aplikasi makin lama makin berat server gak diurus malah nambah nambah fitur gak guna shopee video shopee food dan sebgainya kalo mau bnget mending dipisah apk nya trus perbaiki server mau cari produk lalot banget mana promo makin lama makin sedikit,aplikasi makin lama makin berat server tidak diurus malah tambah  tambah  fitur tidak guna shopee video shopee food dan sebgainya kalau  mau sangat  mending dipisah apk nya terus  perbaiki server mau cari produk lalot sekali  mana promo makin lama makin sedikit,"['aplikasi', 'makin', 'lama', 'makin', 'berat', 'server', 'tidak', 'diurus', 'malah', 'tambah', 'tambah', 'fitur', 'tidak', 'guna', 'shopee', 'video', 'shopee', 'food', 'dan', 'sebgainya', 'kalau', 'mau', 'sangat', 'mending', 'dipisah', 'apk', 'nya', 'terus', 'perbaiki', 'server', 'mau', 'cari', 'produk', 'lalot', 'sekali', 'mana', 'promo', 'makin', 'lama', 'makin', 'sedikit']","['aplikasi', 'makin', 'lama', 'makin', 'berat', 'server', 'tidak', 'diurus', 'malah', 'tambah', 'tambah', 'fitur', 'tidak', 'shopee', 'video', 'shopee', 'food', 'sebgainya', 'kalau', 'mau', 'sangat', 'mending', 'dipisah', 'apk', 'nya', 'terus', 'perbaiki', 'server', 'mau', 'cari', 'produk', 'lalot', 'sekali', 'mana', 'promo', 'makin', 'lama', 'makin', 'sedikit']","['aplikasi', 'makin', 'lama', 'makin', 'berat', 'server', 'tidak', 'urus', 'malah', 'tambah', 'tambah', 'fitur', 'tidak', 'shopee', 'video', 'shopee', 'food', 'sebgainya', 'kalau', 'mau', 'sangat', 'mending', 'pisah', 'apk', 'nya', 'terus', 'baik', 'server', 'mau', 'cari', 'produk', 'lalot', 'sekali', 'mana', 'promo', 'makin', 'lama', 'makin', 'sedikit']"
Baru jugak instal belom ada mesennn kok malah log out yaa masuk lagi tapi ga bisa bisa🙄 kecewaaa saya🙄 Tolong jelasin,baru jugak instal belom ada mesen kok malah log out yaa masuk lagi tapi ga bisa bisa wajah dengan mata ke atas kecewa saya wajah dengan mata ke atas tolong jelasin,baru jugak instal belum  ada pesan  kok malah log out yaa masuk lagi tapi tidak bisa bisa wajah dengan mata ke atas kecewa saya wajah dengan mata ke atas tolong jelasin,"['baru', 'jugak', 'instal', 'belum', 'ada', 'pesan', 'kok', 'malah', 'log', 'out', 'yaa', 'masuk', 'lagi', 'tapi', 'tidak', 'bisa', 'bisa', 'wajah', 'dengan', 'mata', 'ke', 'atas', 'kecewa', 'saya', 'wajah', 'dengan', 'mata', 'ke', 'atas', 'tolong', 'jelasin']","['baru', 'jugak', 'instal', 'belum', 'pesan', 'kok', 'malah', 'log', 'out', 'yaa', 'masuk', 'tidak', 'wajah', 'mata', 'atas', 'kecewa', 'wajah', 'mata', 'atas', 'jelasin']","['baru', 'jugak', 'instal', 'belum', 'pesan', 'kok', 'malah', 'log', 'out', 'yaa', 'masuk', 'tidak', 'wajah', 'mata', 'atas', 'kecewa', 'wajah', 'mata', 'atas', 'jelasin']"
